alphabet,id,han_num,chinese_name
C,chorus_flower,3,紫颂花
C,chorus_fruit,3,紫颂果
C,chorus_plant,4,紫颂植株
C,clay,2,黏土
C,clay_ball,3,黏土球
C,clock,2,时钟
C,closed_eyeblossom,6,闭合的眼眸花
C,coal,2,煤炭
C,coal_block,3,煤炭块
C,coal_ore,3,煤矿石
C,coarse_dirt,2,砂土
C,coast_armor_trim_smithing_template,4,锻造模板
C,cobbled_deepslate,5,深板岩圆石
C,cobbled_deepslate_slab,7,深板岩圆石台阶
C,cobbled_deepslate_stairs,7,深板岩圆石楼梯
C,cobbled_deepslate_wall,6,深板岩圆石墙
C,cobblestone,2,圆石
C,cobblestone_slab,4,圆石台阶
C,cobblestone_stairs,4,圆石楼梯
C,cobblestone_wall,3,圆石墙
C,cobweb,3,蜘蛛网
C,cocoa_beans,3,可可豆
C,cod,3,生鳕鱼
C,cod_bucket,3,鳕鱼桶
C,comparator,5,红石比较器
C,compass,3,指南针
C,composter,3,堆肥桶
C,conduit,4,潮涌核心
C,cooked_beef,2,牛排
C,cooked_chicken,3,熟鸡肉
C,cooked_cod,3,熟鳕鱼
C,cooked_mutton,3,熟羊肉
C,cooked_porkchop,3,熟猪排
C,cooked_rabbit,3,熟兔肉
C,cooked_salmon,3,熟鲑鱼
C,cookie,2,曲奇
C,copper_block,2,铜块
C,copper_bulb,2,铜灯
C,copper_door,2,铜门
C,copper_grate,3,铜格栅
C,copper_ingot,2,铜锭
C,copper_ore,3,铜矿石
C,copper_trapdoor,4,铜活板门
C,cornflower,3,矢车菊
C,cracked_deepslate_bricks,6,裂纹深板岩砖
C,cracked_deepslate_tiles,6,裂纹深板岩瓦
C,cracked_nether_bricks,6,裂纹下界砖块
C,cracked_polished_blackstone_bricks,7,裂纹磨制黑石砖
C,cracked_stone_bricks,4,裂纹石砖
C,crafter,3,合成器
C,crafting_table,3,工作台
C,creaking_heart,4,嘎枝之心
C,creeper_banner_pattern,4,旗帜图案
C,creeper_head,5,苦力怕的头
C,crimson_button,5,绯红木按钮
C,crimson_door,4,绯红木门
C,crimson_fence,5,绯红木栅栏
C,crimson_fence_gate,6,绯红木栅栏门
C,crimson_fungus,3,绯红菌
C,crimson_hanging_sign,9,悬挂式绯红木告示牌
C,crimson_hyphae,4,绯红菌核
C,crimson_nylium,4,绯红菌岩
C,crimson_planks,4,绯红木板
C,crimson_pressure_plate,6,绯红木压力板
C,crimson_roots,4,绯红菌索
C,crimson_sign,6,绯红木告示牌
C,crimson_slab,5,绯红木台阶
C,crimson_stairs,5,绯红木楼梯
C,crimson_stem,4,绯红菌柄
C,crimson_trapdoor,6,绯红木活板门
C,crossbow,1,弩
C,crying_obsidian,6,哭泣的黑曜石
C,cut_copper,4,切制铜块
C,cut_copper_slab,5,切制铜台阶
C,cut_copper_stairs,5,切制铜楼梯
C,cut_red_sandstone,5,切制红砂岩
C,cut_red_sandstone_slab,7,切制红砂岩台阶
C,cut_sandstone,4,切制砂岩
C,cut_sandstone_slab,6,切制砂岩台阶
C,cyan_banner,4,青色旗帜
C,cyan_bed,3,青色床
C,cyan_bundle,5,青色收纳袋
C,cyan_candle,4,青色蜡烛
C,cyan_carpet,4,青色地毯
C,cyan_concrete,5,青色混凝土
C,cyan_concrete_powder,7,青色混凝土粉末
C,cyan_dye,4,青色染料
C,cyan_glazed_terracotta,6,青色带釉陶瓦
C,cyan_harness,4,青色挽具
C,cyan_shulker_box,5,青色潜影盒
C,cyan_stained_glass,6,青色染色玻璃
C,cyan_stained_glass_pane,7,青色染色玻璃板
C,cyan_terracotta,4,青色陶瓦
C,cyan_wool,4,青色羊毛
D,damaged_anvil,5,损坏的铁砧
D,dandelion,3,蒲公英
D,danger_pottery_sherd,6,危机纹样陶片
D,dark_oak_boat,5,深色橡木船
D,dark_oak_button,6,深色橡木按钮
D,dark_oak_chest_boat,7,深色橡木运输船
D,dark_oak_door,5,深色橡木门
D,dark_oak_fence,6,深色橡木栅栏
D,dark_oak_fence_gate,7,深色橡木栅栏门
D,dark_oak_hanging_sign,10,悬挂式深色橡木告示牌
D,dark_oak_leaves,6,深色橡树树叶
D,dark_oak_log,6,深色橡木原木
D,dark_oak_planks,6,深色橡木木板
D,dark_oak_pressure_plate,7,深色橡木压力板
D,dark_oak_sapling,6,深色橡树树苗
D,dark_oak_sign,7,深色橡木告示牌
D,dark_oak_slab,6,深色橡木台阶
D,dark_oak_stairs,6,深色橡木楼梯
D,dark_oak_trapdoor,7,深色橡木活板门
D,dark_oak_wood,4,深色橡木
D,dark_prismarine,4,暗海晶石
D,dark_prismarine_slab,6,暗海晶石台阶
D,dark_prismarine_stairs,6,暗海晶石楼梯
D,daylight_detector,5,阳光探测器
D,dead_brain_coral,7,失活的脑纹珊瑚
D,dead_brain_coral_block,8,失活的脑纹珊瑚块
D,dead_brain_coral_fan,8,失活的脑纹珊瑚扇
D,dead_bubble_coral,7,失活的气泡珊瑚
D,dead_bubble_coral_block,8,失活的气泡珊瑚块
D,dead_bubble_coral_fan,8,失活的气泡珊瑚扇
D,dead_bush,5,枯萎的灌木
D,dead_fire_coral,6,失活的火珊瑚
D,dead_fire_coral_block,7,失活的火珊瑚块
D,dead_fire_coral_fan,7,失活的火珊瑚扇
D,dead_horn_coral,7,失活的鹿角珊瑚
D,dead_horn_coral_block,8,失活的鹿角珊瑚块
D,dead_horn_coral_fan,8,失活的鹿角珊瑚扇
D,dead_tube_coral,6,失活的管珊瑚
D,dead_tube_coral_block,7,失活的管珊瑚块
D,dead_tube_coral_fan,7,失活的管珊瑚扇
D,decorated_pot,4,饰纹陶罐
D,deepslate,3,深板岩
D,deepslate_brick_slab,6,深板岩砖台阶
D,deepslate_brick_stairs,6,深板岩砖楼梯
D,deepslate_brick_wall,5,深板岩砖墙
D,deepslate_bricks,4,深板岩砖
D,deepslate_coal_ore,5,深层煤矿石
D,deepslate_copper_ore,5,深层铜矿石
D,deepslate_diamond_ore,6,深层钻石矿石
D,deepslate_emerald_ore,7,深层绿宝石矿石
D,deepslate_gold_ore,5,深层金矿石
D,deepslate_iron_ore,5,深层铁矿石
D,deepslate_lapis_ore,7,深层青金石矿石
D,deepslate_redstone_ore,6,深层红石矿石
D,deepslate_tile_slab,6,深板岩瓦台阶
D,deepslate_tile_stairs,6,深板岩瓦楼梯
D,deepslate_tile_wall,5,深板岩瓦墙
D,deepslate_tiles,4,深板岩瓦
D,detector_rail,4,探测铁轨
D,diamond,2,钻石
D,diamond_axe,3,钻石斧
D,diamond_block,3,钻石块
D,diamond_boots,4,钻石靴子
D,diamond_chestplate,4,钻石胸甲
D,diamond_helmet,4,钻石头盔
D,diamond_hoe,3,钻石锄
D,diamond_horse_armor,4,钻石马铠
D,diamond_leggings,4,钻石护腿
D,diamond_ore,4,钻石矿石
D,diamond_pickaxe,3,钻石镐
D,diamond_shovel,3,钻石锹
D,diamond_sword,3,钻石剑
D,diorite,3,闪长岩
D,diorite_slab,5,闪长岩台阶
D,diorite_stairs,5,闪长岩楼梯
D,diorite_wall,4,闪长岩墙
D,dirt,2,泥土
D,disc_fragment_5,4,唱片残片
D,dispenser,3,发射器
D,dragon_breath,2,龙息
D,dragon_egg,2,龙蛋
D,dragon_head,2,龙首
D,dried_ghast,4,失水恶魂
D,dried_kelp,3,干海带
D,dried_kelp_block,4,干海带块
D,dripstone_block,4,滴水石块
D,dropper,3,投掷器
D,dune_armor_trim_smithing_template,4,锻造模板
E,echo_shard,4,回响碎片
E,egg,2,鸡蛋
E,elytra,2,鞘翅
E,emerald,3,绿宝石
E,emerald_block,4,绿宝石块
E,emerald_ore,5,绿宝石矿石
E,enchanted_book,3,附魔书
E,enchanted_golden_apple,5,附魔金苹果
E,enchanting_table,3,附魔台
E,end_crystal,4,末地水晶
E,end_rod,3,末地烛
E,end_stone,3,末地石
E,end_stone_brick_slab,6,末地石砖台阶
E,end_stone_brick_stairs,6,末地石砖楼梯
E,end_stone_brick_wall,5,末地石砖墙
E,end_stone_bricks,4,末地石砖
E,ender_chest,3,末影箱
E,ender_eye,4,末影之眼
E,ender_pearl,4,末影珍珠
E,experience_bottle,4,附魔之瓶
E,explorer_pottery_sherd,6,探险纹样陶片
E,exposed_chiseled_copper,7,斑驳的雕纹铜块
E,exposed_copper,5,斑驳的铜块
E,exposed_copper_bulb,5,斑驳的铜灯
E,exposed_copper_door,5,斑驳的铜门
E,exposed_copper_grate,6,斑驳的铜格栅
E,exposed_copper_trapdoor,7,斑驳的铜活板门
E,exposed_cut_copper,7,斑驳的切制铜块
E,exposed_cut_copper_slab,8,斑驳的切制铜台阶
E,exposed_cut_copper_stairs,8,斑驳的切制铜楼梯
E,eye_armor_trim_smithing_template,4,锻造模板
F,feather,2,羽毛
F,fermented_spider_eye,4,发酵蛛眼
F,fern,1,蕨
F,field_masoned_banner_pattern,6,砖纹旗帜图案
F,filled_map,2,地图
F,fire_charge,3,火焰弹
F,fire_coral,3,火珊瑚
F,fire_coral_block,4,火珊瑚块
F,fire_coral_fan,4,火珊瑚扇
F,firefly_bush,6,萤火虫灌木丛
F,firework_rocket,4,烟花火箭
F,firework_star,4,烟火之星
F,fishing_rod,3,钓鱼竿
F,fletching_table,3,制箭台
F,flint,2,燧石
F,flint_and_steel,3,打火石
F,flow_armor_trim_smithing_template,4,锻造模板
F,flow_banner_pattern,4,旗帜图案
F,flow_pottery_sherd,6,涡流纹样陶片
F,flower_banner_pattern,4,旗帜图案
F,flower_pot,2,花盆
F,flowering_azalea,7,盛开的杜鹃花丛
F,flowering_azalea_leaves,7,盛开的杜鹃树叶
F,friend_pottery_sherd,6,挚友纹样陶片
F,frogspawn,3,青蛙卵
F,furnace,2,熔炉
F,furnace_minecart,4,动力矿车
G,ghast_tear,4,恶魂之泪
G,gilded_blackstone,4,镶金黑石
G,glass,2,玻璃
G,glass_bottle,3,玻璃瓶
G,glass_pane,3,玻璃板
G,glistering_melon_slice,6,闪烁的西瓜片
G,globe_banner_pattern,4,旗帜图案
G,glow_berries,4,发光浆果
G,glow_ink_sac,4,荧光墨囊
G,glow_item_frame,7,荧光物品展示框
G,glow_lichen,4,发光地衣
G,glowstone,2,荧石
G,glowstone_dust,3,荧石粉
G,goat_horn,3,山羊角
G,gold_block,2,金块
G,gold_ingot,2,金锭
G,gold_nugget,2,金粒
G,gold_ore,3,金矿石
G,golden_apple,3,金苹果
G,golden_axe,2,金斧
G,golden_boots,3,金靴子
G,golden_carrot,4,金胡萝卜
G,golden_chestplate,3,金胸甲
G,golden_helmet,3,金头盔
G,golden_hoe,2,金锄
G,golden_horse_armor,3,金马铠
G,golden_leggings,3,金护腿
G,golden_pickaxe,2,金镐
G,golden_shovel,2,金锹
G,golden_sword,2,金剑
G,granite,3,花岗岩
G,granite_slab,5,花岗岩台阶
G,granite_stairs,5,花岗岩楼梯
G,granite_wall,4,花岗岩墙
G,grass_block,3,草方块
G,gravel,2,沙砾
G,gray_banner,4,灰色旗帜
G,gray_bed,3,灰色床
G,gray_bundle,5,灰色收纳袋
G,gray_candle,4,灰色蜡烛
G,gray_carpet,4,灰色地毯
G,gray_concrete,5,灰色混凝土
G,gray_concrete_powder,7,灰色混凝土粉末
G,gray_dye,4,灰色染料
G,gray_glazed_terracotta,6,灰色带釉陶瓦
G,gray_harness,4,灰色挽具
G,gray_shulker_box,5,灰色潜影盒
G,gray_stained_glass,6,灰色染色玻璃
G,gray_stained_glass_pane,7,灰色染色玻璃板
G,gray_terracotta,4,灰色陶瓦
G,gray_wool,4,灰色羊毛
G,green_banner,4,绿色旗帜
G,green_bed,3,绿色床
G,green_bundle,5,绿色收纳袋
G,green_candle,4,绿色蜡烛
G,green_carpet,4,绿色地毯
G,green_concrete,5,绿色混凝土
G,green_concrete_powder,7,绿色混凝土粉末
G,green_dye,4,绿色染料
G,green_glazed_terracotta,6,绿色带釉陶瓦
G,green_harness,4,绿色挽具
G,green_shulker_box,5,绿色潜影盒
G,green_stained_glass,6,绿色染色玻璃
G,green_stained_glass_pane,7,绿色染色玻璃板
G,green_terracotta,4,绿色陶瓦
G,green_wool,4,绿色羊毛
G,grindstone,2,砂轮
G,gunpowder,2,火药
G,guster_banner_pattern,4,旗帜图案
G,guster_pottery_sherd,6,旋风纹样陶片
H,hanging_roots,2,垂根
H,hay_block,3,干草捆
H,heart_of_the_sea,4,海洋之心
H,heart_pottery_sherd,6,爱心纹样陶片
H,heartbreak_pottery_sherd,6,心碎纹样陶片
H,heavy_core,4,沉重核心
H,heavy_weighted_pressure_plate,7,重质测重压力板
H,honey_block,3,蜂蜜块
H,honey_bottle,3,蜂蜜瓶
H,honeycomb,2,蜜脾
H,honeycomb_block,3,蜜脾块
H,hopper,2,漏斗
H,hopper_minecart,4,漏斗矿车
H,horn_coral,4,鹿角珊瑚
H,horn_coral_block,5,鹿角珊瑚块
H,horn_coral_fan,5,鹿角珊瑚扇
H,host_armor_trim_smithing_template,4,锻造模板
H,howl_pottery_sherd,6,狼嚎纹样陶片
I,ice,1,冰
I,ink_sac,2,墨囊
I,iron_axe,2,铁斧
I,iron_bars,3,铁栏杆
I,iron_block,2,铁块
I,iron_boots,3,铁靴子
I,iron_chestplate,3,铁胸甲
I,iron_door,2,铁门
I,iron_helmet,3,铁头盔
I,iron_hoe,2,铁锄
I,iron_horse_armor,3,铁马铠
I,iron_ingot,2,铁锭
I,iron_leggings,3,铁护腿
I,iron_nugget,2,铁粒
I,iron_ore,3,铁矿石
I,iron_pickaxe,2,铁镐
I,iron_shovel,2,铁锹
I,iron_sword,2,铁剑
I,iron_trapdoor,4,铁活板门
I,item_frame,5,物品展示框
J,jack_o_lantern,3,南瓜灯
J,jigsaw,4,拼图方块
J,jukebox,3,唱片机
J,jungle_boat,4,丛林木船
J,jungle_button,5,丛林木按钮
J,jungle_chest_boat,6,丛林木运输船
J,jungle_door,4,丛林木门
J,jungle_fence,5,丛林木栅栏
J,jungle_fence_gate,6,丛林木栅栏门
J,jungle_hanging_sign,9,悬挂式丛林木告示牌
J,jungle_leaves,4,丛林树叶
J,jungle_log,4,丛林原木
J,jungle_planks,4,丛林木板
J,jungle_pressure_plate,6,丛林木压力板
J,jungle_sapling,4,丛林树苗
J,jungle_sign,6,丛林木告示牌
J,jungle_slab,5,丛林木台阶
J,jungle_stairs,5,丛林木楼梯
J,jungle_trapdoor,6,丛林木活板门
J,jungle_wood,3,丛林木
K,kelp,2,海带
L,ladder,2,梯子
L,lantern,2,灯笼
L,lapis_block,4,青金石块
L,lapis_lazuli,3,青金石
L,lapis_ore,5,青金石矿石
L,large_amethyst_bud,5,大型紫晶芽
L,large_fern,3,大型蕨
L,lava_bucket,3,熔岩桶
L,lead,2,拴绳
L,leaf_litter,2,枯叶
L,leather,2,皮革
L,leather_boots,4,皮革靴子
L,leather_chestplate,4,皮革外套
L,leather_helmet,4,皮革帽子
L,leather_horse_armor,4,皮革马铠
L,leather_leggings,4,皮革裤子
L,lectern,2,讲台
L,lever,2,拉杆
L,light_blue_banner,5,淡蓝色旗帜
L,light_blue_bed,4,淡蓝色床
L,light_blue_bundle,6,淡蓝色收纳袋
L,light_blue_candle,5,淡蓝色蜡烛
L,light_blue_carpet,5,淡蓝色地毯
L,light_blue_concrete,6,淡蓝色混凝土
L,light_blue_concrete_powder,8,淡蓝色混凝土粉末
L,light_blue_dye,5,淡蓝色染料
L,light_blue_glazed_terracotta,7,淡蓝色带釉陶瓦
L,light_blue_harness,5,淡蓝色挽具
L,light_blue_shulker_box,6,淡蓝色潜影盒
L,light_blue_stained_glass,7,淡蓝色染色玻璃
L,light_blue_stained_glass_pane,8,淡蓝色染色玻璃板
L,light_blue_terracotta,5,淡蓝色陶瓦
L,light_blue_wool,5,淡蓝色羊毛
L,light_gray_banner,5,淡灰色旗帜
L,light_gray_bed,4,淡灰色床
L,light_gray_bundle,6,淡灰色收纳袋
L,light_gray_candle,5,淡灰色蜡烛
L,light_gray_carpet,5,淡灰色地毯
L,light_gray_concrete,6,淡灰色混凝土
L,light_gray_concrete_powder,8,淡灰色混凝土粉末
L,light_gray_dye,5,淡灰色染料
L,light_gray_glazed_terracotta,7,淡灰色带釉陶瓦
L,light_gray_harness,5,淡灰色挽具
L,light_gray_shulker_box,6,淡灰色潜影盒
L,light_gray_stained_glass,7,淡灰色染色玻璃
L,light_gray_stained_glass_pane,8,淡灰色染色玻璃板
L,light_gray_terracotta,5,淡灰色陶瓦
L,light_gray_wool,5,淡灰色羊毛
L,light_weighted_pressure_plate,7,轻质测重压力板
L,lightning_rod,3,避雷针
L,lilac,2,丁香
L,lily_of_the_valley,2,铃兰
L,lily_pad,2,睡莲
L,lime_banner,5,黄绿色旗帜
L,lime_bed,4,黄绿色床
L,lime_bundle,6,黄绿色收纳袋
L,lime_candle,5,黄绿色蜡烛
L,lime_carpet,5,黄绿色地毯
L,lime_concrete,6,黄绿色混凝土
L,lime_concrete_powder,8,黄绿色混凝土粉末
L,lime_dye,5,黄绿色染料
L,lime_glazed_terracotta,7,黄绿色带釉陶瓦
L,lime_harness,5,黄绿色挽具
L,lime_shulker_box,6,黄绿色潜影盒
L,lime_stained_glass,7,黄绿色染色玻璃
L,lime_stained_glass_pane,8,黄绿色染色玻璃板
L,lime_terracotta,5,黄绿色陶瓦
L,lime_wool,5,黄绿色羊毛
L,lingering_potion,4,滞留药水
L,lodestone,2,磁石
L,loom,3,织布机
M,mace,2,重锤
M,magenta_banner,5,品红色旗帜
M,magenta_bed,4,品红色床
M,magenta_bundle,6,品红色收纳袋
M,magenta_candle,5,品红色蜡烛
M,magenta_carpet,5,品红色地毯
M,magenta_concrete,6,品红色混凝土
M,magenta_concrete_powder,8,品红色混凝土粉末
M,magenta_dye,5,品红色染料
M,magenta_glazed_terracotta,7,品红色带釉陶瓦
M,magenta_harness,5,品红色挽具
M,magenta_shulker_box,6,品红色潜影盒
M,magenta_stained_glass,7,品红色染色玻璃
M,magenta_stained_glass_pane,8,品红色染色玻璃板
M,magenta_terracotta,5,品红色陶瓦
M,magenta_wool,5,品红色羊毛
M,magma_block,3,岩浆块
M,magma_cream,3,岩浆膏
M,mangrove_boat,4,红树木船
M,mangrove_button,5,红树木按钮
M,mangrove_chest_boat,6,红树木运输船
M,mangrove_door,4,红树木门
M,mangrove_fence,5,红树木栅栏
M,mangrove_fence_gate,6,红树木栅栏门
M,mangrove_hanging_sign,9,悬挂式红树木告示牌
M,mangrove_leaves,4,红树树叶
M,mangrove_log,4,红树原木
M,mangrove_planks,4,红树木板
M,mangrove_pressure_plate,6,红树木压力板
M,mangrove_propagule,5,红树胎生苗
M,mangrove_roots,3,红树根
M,mangrove_sign,6,红树木告示牌
M,mangrove_slab,5,红树木台阶
M,mangrove_stairs,5,红树木楼梯
M,mangrove_trapdoor,6,红树木活板门
M,mangrove_wood,3,红树木
M,map,3,空地图
M,medium_amethyst_bud,5,中型紫晶芽
M,melon,2,西瓜
M,melon_seeds,4,西瓜种子
M,melon_slice,3,西瓜片
M,milk_bucket,2,奶桶
M,minecart,2,矿车
M,miner_pottery_sherd,6,采矿纹样陶片
M,mojang_banner_pattern,4,旗帜图案
M,moss_block,3,苔藓块
M,moss_carpet,4,覆地苔藓
